# PROCEDURAL OBJECT GENERATION INFO

P_GRASSLIGHTER		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_WOODLAND		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_FORESTSTUMPS		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSBRNMIX		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASS_SHORT		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASS_MEADOW		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASS_DRY		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_WOODDENSE		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSWEEFLOWERS		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1

P_GRASSDRYTALL		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSLUSHTALL		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSGRNMIX		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSLOW		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSROCKY		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSSMALLTREES		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSLIGHT		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSDARK		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSDARK2		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_GRASSDIRTMIX		veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1

SAND_DEEP		sand_josh1		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_DEEP		sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_DEEP		sand_combush02		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
SAND_DEEP		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.2	-0.2	1	0
SAND_MEDIUM		sand_josh1		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_MEDIUM		sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_MEDIUM		sand_combush02		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
SAND_MEDIUM		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.2	-0.2	1	0
SAND_COMPACT		sand_josh1		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_COMPACT		sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_COMPACT		sand_combush02		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
SAND_COMPACT		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.2	-0.2	1	0
SAND_ARID			sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_ARID		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
SAND_ARID		sand_combush02		12.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
SAND_ARID		sm_scrub_rock3		19.0	60.0	0	360	1.0	1.0	1.0	1.0	-0.6	-0.6	1	0
SAND_MORE		sand_josh1		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_MORE		sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
SAND_MORE		sand_combush02		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
SAND_MORE		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.2	-0.2	1	0
P_SAND			sjmcacti2		16.0	60.0	0	360	0.9	1.0	0.5	1.0	-0.2	-0.2	0	0
P_SAND			sm_des_pcklypr1		23.0	60.0	0	360	0.9	1.0	0.5	1.0	0.0	0.0	1	0
P_SAND			sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND			sand_combush02		12.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_ARID		sand_josh1		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
P_SAND_ARID		sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
P_SAND_ARID		sand_combush02		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_ARID		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.2	-0.2	1	0
P_SAND_DENSE		sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
P_SAND_DENSE			sand_josh1		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
P_SAND_DENSE		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_DENSE		sand_combush02		12.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_DENSE		sm_scrub_rock3		19.0	60.0	0	360	1.0	1.0	1.0	1.0	-0.6	-0.6	1	0
P_SAND_COMPACT		sand_combush02		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_COMPACT		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.2	-0.2	1	0
P_SAND_COMPACT		sm_bush_large_1		16.0	60.0	0	360	0.9	1.0	0.5	1.0	-0.2	-0.2	1	0
P_ROADSIDEDES		sand_combush02		12.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_ROADSIDEDES		sand_josh2		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0

CORNFIELD		veg_pflowers03		6.0	60.0	0	360	6.0	6.0	4.0	4.0	-8.0	-8.0	1	0
P_FORESTSTICKS		veg_pflowers03		6.0	60.0	0	360	6.0	6.0	4.0	4.0	-8.0	-8.0	1	0

P_GRASSMID1		rockbrkq		43.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.2	-0.2	1	0
P_GRASSMID1		genVEG_bush19		20.0	50.0	0	360	0.3	1.0	0.3	1.0	0.0	0.0	1	0
P_GRASSMID2		genVEG_bush19		20.0	50.0	0	360	0.3	1.0	0.3	1.0	0.0	0.0	1	0
P_GRASSMID2		genVEG_bush09		33.0	50.0	0	360	1.0	1.0	0.6	1.0	-0.3	-0.3	1	0
GRASS_MEDIUM_LUSH		rockbrkq		43.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.2	-0.2	1	0
GRASS_MEDIUM_LUSH		genVEG_bush19		20.0	50.0	0	360	0.3	1.0	0.3	1.0	0.0	0.0	1	0
GRASS_MEDIUM_LUSH		genVEG_bush09		33.0	50.0	0	360	1.0	1.0	0.6	1.0	-0.3	-0.3	1	0

P_ROADSIDE		sand_combush1		33.0	50.0	0	360	1.0	1.0	0.6	1.0	-0.2	-0.2	1	0
P_ROADSIDE		genVEG_bush19		20.0	50.0	0	360	0.3	1.0	0.3	1.0	0.0	0.0	1	0

P_BUSHY			genVEG_bush01		11.0	60.0	0	360	1.0	2.0	0.6	2.0	0.0	0.0	1	0
P_BUSHY			veg_pflowers01		5.0	0.0	0	359	5.0	5.0	1.7	1.7	-14.9	-14.9	0	1
P_BUSHY			genVEG_bush07		23.0	60.0	0	360	1.0	2.0	0.6	2.0	-1.3	-1.3	1	0
P_BUSHY			genVEG_bush09		8.0	60.0	0	360	1.0	2.0	0.6	2.0	-0.3	-0.3	1	0
P_BUSHY			genVEG_bush10		10.0	60.0	0	360	1.0	2.0	0.6	2.0	0.0	0.0	1	0

P_BUSHYDRY		genVEG_bush19		21.0	50.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	1	0
P_BUSHYDRY		sand_combush02		31.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.3	-0.3	1	0
P_BUSHYDRY		sand_combush1		31.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.2	-0.2	1	0
P_BUSHYDRY		Cedar1_PO		20.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0

P_WOODLAND		DEAD_TREE_2		163.0	50.0	0	360	1.0	1.0	1.0	1.0	-1.4	-1.4	1	0
P_WOODLAND		DEAD_TREE_4		163.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.9	-0.9	1	0
P_WOODLAND		DEAD_TREE_6		163.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.5	-0.5	1	0
P_WOODLAND		DEAD_TREE_8		163.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.5	-0.5	1	0
P_WOODLAND		DEAD_TREE_9		163.0	50.0	0	360	1.0	1.0	1.0	1.0	-2.5	-2.5	1	0
P_WOODLAND		genVEG_tallgrass04	52.0	50.0	0	360	0.6	1.0	0.6	1.0	0.0	0.0	1	0
P_WOODLAND		genVEG_bush01		52.0	50.0	0	360	0.6	1.0	0.6	1.0	0.0	0.0	1	0

P_GRASSBRNMIX		genVEG_tallgrass04	52.0	50.0	0	360	0.6	1.0	0.6	1.0	0.0	0.0	1	0
P_GRASSGRNMIX		genVEG_tallgrass04	52.0	50.0	0	360	0.6	1.0	0.6	1.0	0.0	0.0	1	0
P_GRASSBRNMIX		genVEG_bush10		52.0	50.0	0	360	0.6	1.0	0.6	1.0	0.0	0.0	1	0
P_GRASSGRNMIX		genVEG_bush10		52.0	50.0	0	360	0.6	1.0	0.6	1.0	0.0	0.0	1	0
P_GRASSBRNMIX  sm_fir_scabg_PO		30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0
P_GRASSGRNMIX  Ash_PO			30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0

P_FORESTSTUMPS		genVEG_tallgrass12	15.0	50.0	0	360	0.3	0.6	0.3	0.6	-0.4	-0.4	1	0
P_FORESTSTUMPS		Cedar1_PO		30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0
P_FORESTSTUMPS		Cedar3_PO		30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0
P_FORESTSTUMPS		sm_fir_scabg_PO		30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0
P_FORESTSTUMPS		Ash_PO			30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0
P_FORESTSTUMPS		Pinebg_PO		30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0
P_FORESTSTUMPS		Elmdead_PO		21.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0

P_WASTEGROUND		p_rubble		4.0	50.0	0	360	0.1	2.0	0.1	2.0	0.0	0.0	1	0
P_WASTEGROUND		p_rubble2		5.0	50.0	0	360	0.1	2.0	0.1	2.0	0.0	0.0	1	0
P_WASTEGROUND		rockbrkq		43.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.2	-0.2	1	0

P_MOUNTAIN		p_rubble		24.0	80.0	0	360	0.1	1.0	0.1	1.0	0.0	0.0	1	0
P_MOUNTAIN		sand_combush02		21.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.3	-0.3	1	0
P_MOUNTAIN		rockbrkq		43.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.2	-0.2	1	0
P_MOUNTAIN		Pinebg_PO		30.0	50.0	0	360	1.0	1.0	1.0	1.0	-0.1	-0.1	0	0

P_UNDERWATERBARREN	seaweed			21.0	50.0	0	360	0.2	0.8	0.2	0.8	0.0	0.0	1	0
P_UNDERWATERBARREN	Starfish		21.0	50.0	0	360	0.4	0.8	0.4	0.8 	0.0	0.0	1	0
P_UNDERWATERBARREN	searock01		81.0	50.0	0	360	1.0	1.0	1.0	1.0 	-4.0	-8.0	1	0
P_UNDERWATERBARREN	searock02		81.0	50.0	0	360	1.0	1.0	1.0	1.0 	-4.0	-8.0	1	0
P_UNDERWATERBARREN	p_rubble2		85.0	80.0	0	360	0.1	1.0	1.0	1.0	0.0	0.0	1	0

#p_rubble0bcol
#p_rubble04bcol
#p_rubble04col
#p_rubble05col
#p_rubble2
#p_rubble
#p_rubble03
