3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
3.500  -1.000 -1.000 -0.000  -1.000 3.500 -1.000 -0.000  -1.000 -1.000 3.500 -0.000
